raw,identity,number,category,type,filled_words,honest_categories,asm,asf,ddf,re,pa,rci,is,ps,pr,dmc,or,an,svp,ddp,cds,om,qas,count
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når brud gommen skal holde en', ' opptre under en vielse, hvordan man skal gå opp', ' pynte seg uten å ødelegge kjolen og uten', ' gå opp kirkegulvet før de sier ja til', ' forholde seg til pressen.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' gjøre sammen – og det er mer enn å gå', ' ha det kaldt mot kroppen, men om sommeren blir det', ' være sosiale og har mye kontakt med andre via sosiale', ' gå på kino og se film sammen. Det er viktig', ' høre når de ser film. Foto:']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' dele penger.', ' gjøre det. Denne serien viser helt klart noe mange ikke', ' gjøre det behagelig for den andre parten, sier J', ' takle dette.\nSKI: Jenter som er', ' flørte, men her har vi en jobb å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en hektisk', ' gode forbilder for den kommende generasjon. Men ikke', ' og så er det utrolig viktig å være ærlige', ' en slags krysning mellom den svenske filmen «Tur', ' det siste steget i evolu sjonen.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å bruke tid sammen, sier hun.\nFaktisk hender det', ' å kommunisere og ha et godt samspill, sier K', ' å støtte hverandre.\nFamiliebakgrunn har også litt', ' å holde ut i hver andres selskap. I tillegg', ' å finne på gøye og overraskende aktiviteter. Jeg ble']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i denne filmen er han', ' forholde seg til det faktum at man kan få k', ' behandle kjæresten. Ihvertfall sånn av og', ' behandle dem slik at de føler seg vel sammen med', ' ha sex!']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Samtidig', ' ha kontrollen. Slik er det for øvrig med det', ' slappe av hjemme eller ute, med en god film på', ' få bekreftet. Hvis ikke er det fort gjort at', ' bruke sin tid på å forske og lage forskjellige']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i trafikken.\nEn trafikkulykke er et', ' håndtere et strykejern, har han ingen sjanse', ' slå sine egne grenser, mens hun er den som', ' oppføre seg som en mann. Det er imidlertid mange', ' utnytte fordeler, fordi han vet hvordan man skal bruke']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en av flere som skal bekle ledervervet', ' for både menn og kvinner.\n- Vi mener det er', ' i baksetet i denne saken, sier fylkesmann', ' et alternativ for pendlere og andre som ikke har', ' en veiviser for nye gründere som sitter']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg tror han har det fysiske', ' å lese hvordan man skal få det til å virke', ' å synge. Og de har veldig vakre stemmer.', ' å lytte, har respekt for og er oppriktig', ' akkurat dette. Hans arbeid skaper en arena for læring og']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg som voksen i det sosiale rom når', ' forholde seg for å ikke ødelegge en viktig sak. Han', ' oppføre seg som voksen.\nDet er dessverre ikke helt', ' takle en situasjon som den på Lanner.\n– Hvordan', ' behandle den slags kvinner. — Jeg må si De har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' samle flasker fra alle de ulike byene, men', ' se på fotballkamper, noe det er få som', ' seige bøker. Han har solgt bøker både inn', ' jobbe med musikkteater for barn og ungdom.', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et godt kollektiv. Og han har jobbet med', ' bygge dem opp, og hvordan man avpasser dem', ' behandle en kunde som har kjøpt en hel kasse med', ' oppføre seg på et dansegulv. Det', ' få inn tekter og utgifter til å møtes.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' en litt snå lere versjon av sin egen', ' en avdanket spiss med en lang skad', ' i den nye rollen.', ' med på et intervju i lokalavisa for å', ' en god nummer to, etter Åge. Han har spilt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' å finne på nye historier. Så dette kan gå', ' å ta vare på de andre medlemmene, sier', ' skytinga. Men med denne sigeren så klat', ' å være seg seiv, og det gjør at han', ' og et godt bidrag i vår gruppe. Jeg er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' behandle kvinner, og det kunne han tydeligvis ikke etter som', ' bruke en slik motor slik at man ikke mister kontrollen', ' ta vare på sin kropp, har du også et', ' oppfore seg. Vi har fått henvendelser fra folk som', ' ta vare på kultur landskapet i kommunen. - Sva']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være med på å løfte frem lokale talenten Det', ' spille fotball mens mor gjerne vil ha det rolig.', ' jobbe med barn. Vi vil få en oversikt over hvor', ' skrive og spille for barna sine. Når han ser en', ' jobbe med kroppen og hendene sine. - Når man liker']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' handtere en slyngplante? Hva er', ' oppdra barna. Det er klart at den faren som', ' være en far\nMenn er ikke nødvendigvis de som', ' opptre med og uten hijab, eller ikke alltid', ' ta det rette valget i livet, og som kan føre']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' hovedfienden i filmen. FOTO:', ' et hjelpemiddel i hverdagen for foreldrene som skal lære', ' en slags avvenning, mens mor er den eneste', ' en midlertidig løsning på problemet med en altfor liten garder', ' i stand til å avverge disse trusler fra']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' å være der for meg. Når det skjer vonde', ' det de skal gjøre og har fokus på at de', ' å ta hensyn og ta vare på meg, samtidig som', ' å se an hvem som har behov for hva.\nJeg', ' dette, men også faren til den andre gutten, forteller']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette tilfelle vet ikke faren hvordan man', ' trene for å trene riktig og bygge sterke barn som', ' opptre som far, for det kan ikke et foreldrekurs', ' håndtere en situasjon hvor man faktisk blir angrepet. Dette', ' oppdra barn | Bak fasaden - Røn']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage mat, mens hun på sin side synes det er', ' ta det med ro og ikke stresse for mye.', ' samle på gamle LP-plater, og det er', ' spille på pc. Mamma synes det har blitt for', ' tittepå.\nkjekken og bad, w']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få i stand det neste spillet til Playstation 2', ' oppføre seg, og han forstår mye mer. Det at', ' komme seg ut av det.', ' bruke en datamaskin og en internettforbindelse. Ved hjelp', ' oppføre seg under en kamp, så hadde han']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende beviset. (©NTB)', ' for den alminnelige avisleseren. De mange hundre år', ' et forsøk på å rette opp en del av det', ' på hele 15 år. Dette vil være en stor ø', ' en slags motvekt til alle de andre skrekk']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger også i flere band. Datteren', ' å gi oss god informasjon om ting som er viktig', ' det. – Hvordan klarte du å bli god i fotball', ' ski og har allerede vunnet flere løp, sier far', ' ski. Og han har mye mer erfaring med sk']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne sitt - Du er moren din -', ' behandle en hund - Hunden din og deg\nNår', ' behandle ei ku på den riktige måten.', ' behandle en kvinne, siden han var så gammel og', ' oppføre seg.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på puppene til kjæresten, og kjæresten', ' lese!', ' spille på nett.', ' utforske sin egen kropp og onanere.', ' holde på med en annen hobby enn fotball.\n- Nå']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bygge en modelljernbane, og han har fått', ' takle vanskelige situasjoner med en latter | Adam Fali', ' oppfø re seg. En natt blir hans mor kid', ' behandle kvinner | Polska/Norge\nHyggelig kar', ' te seg, så blir det kanskje ikke så lett å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' et symbol på frihet for folket i Kina, og et', ' «i slekt med» både Emil Norland og', ' en trøst for pårørende som pårø rende', ' en parodi på en overbeskyttende, tradisjonell amerikansk', ' et korrektiv til den etablerte skolekunnskapen om']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter og har fart. Han er også', ' det han gjør, og at han har et talent utenom', ' å finne frem til og å sette sammen gode kombin', ' ski.\nHammernes Linga er ei skient', '.\n- Har hørt om flere, sier hun. Og den']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' te seg for å komme inn i den kongelige', ' gjøre det slik at alt blir rett. Han kan for', ' forholde seg til politiet og loven til enhver tid. Han', ' oppføre seg. Blikkontakt, håndhils', ' behandle en liten jente. Idet filmen er over']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' spise mye godis. For andre barn kan det derimot', ' lage mat. Hun er veldig glad i å gå ut', ' bygge ting, og vi elsker å reise.', ' lage mat og er glad i å bake. Hun', ' spille litt musikk på fester, men liker ikke så']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' behandle damer.', ' oppføre seg mot jenter. Ikke bare i skole', ' spille på det. Og så må du ha lyst til', ' behandle en slik situasjon, sier broren til P', ' jobbe i en organisasjon. I tillegg har han en']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en morsom parodi på actionfilmenes gen', ' en gave også til henne. Denne julen er det hans', ' en støtte for den yngre, og de to vil', ' i samme båt, og at de alle tre må', ' mer enn bare et nytt kapittel når det kommer til']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å finne på ting seiv og de er alltid i', ' å ta regi. Han har jobbet med artister som', ' å leike med meg og passe på meg.', ' å gi kompliment, noko mora og faren', ' å lesa tankar. – Eg trur eg hadde']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, og det er ikke sånn han opp', ' oppføre seg mot en søster, og hun føler', ' stelle hesten. Sint blir han også, han', ' behandle sin eldre bror, som tydeligvis trenger pleie og', ' ta vare på det mest dyrebare man har, sine']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive på ute på garden.\n– Det går stort sett', ' fiske. Han er flink med hendene, så det', ' fiske sammen med barnebarna.\n– Jeg synes det', ' lage ting, og å finne ting i naturen, sier hun', ' kjøre hest og er flink med både bil og andre']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' holde seg i form, han! sier Jan Erik N', ' håndtere det. Han sier til henne en dag at det', ' få henne til å danse til han svet ten', ' lage en god kopp kaffe, sier han.', ' handtere dyr, sier han.\nFamilien har en']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' en «dugnadsplass» for de som', ' den perfekte julegave?', ' et fristed for barn med kreftsyke foreldre.', '? Eller er dette et grep for å kunne bruke', ' en opp muntring i en ellers krevende tid og']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' ski, mens lillebroren Andreas Ervik er', ' å hjelpe til når det trengs. Her er han', ' og liker å gjøre – nemlig å lage pizza.', ' å holde på hemmelighe ter, så eg har', ' piano. Så det er mulig jeg blir med han']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' behandle folk. De hadde ingen rett til å oppføre', ' stelle et barn eller en hest, er i', ' gå fram for å finne seg en flott dame når', ' stelle en dame hvis hun skulle bli så s', ' gjøre det. Pappa visste derimot nøyaktig hva jeg burde']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' leke med dukkene sine, men det betyr ikke at', ' skjemme henne bort, men det har en høy', ' følge med, men de må ikke la seg sluke', ' være aktiv. Han er med på det meste,', ' få en god oversikt over hva du skal. Det']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' få hverdagen til å bli litt enklere, nemlig med', ' feire jul.\nJULAFTEN, KLOK', ' elske meg! | Bli Kjent med Kjæresten', ' kle seg for å holde seg god og varm i', ' opptre, hvordan han bør oppføre seg og hvordan']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' en av de som gir henne støtte i alt hun', ' litt sur og grinete.', ' på plass på Granavollen 17. mai.', ' en hyllest til hans døde mor.', ' trofast mot Dem? J e g tror ikke']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
